1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,MSP,SMF
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1319,SMF,MSP
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
1316,LAS,ORD
